poll_id,artifact_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
nic2-2003,material-e22cf114ce27bf82-nic2-2003,briefing-material,btp2003-nic1,data/shared/briefing-materials/btp2003-nic1.pdf,material-e22cf114ce27bf82,meta_data/briefing_materials/btp2003-nic1.pdf,e22cf114ce27bf82150b9a8fbb1a7a71e5568a4cda296d5372af6ce7dce934de,review-required,approved-public,published,"Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Cross-poll briefing chapters used by NIC2 and BTP National; preserve full original chapters. Document footer: By the People / National Issues Forums; metadata/artifacts.csv maps same bytes to nic2-2003 and btp-national-2003. Chapters are different approaches, not duplicate versions."
nic2-2003,material-37d7741249efa6c3-nic2-2003,briefing-material,btp2003-nic2,data/shared/briefing-materials/btp2003-nic2.pdf,material-37d7741249efa6c3,meta_data/briefing_materials/btp2003-nic2.pdf,37d7741249efa6c39227fa3603cffa839323915d665433ccb5234110533412bb,review-required,approved-public,published,"Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Cross-poll briefing chapters used by NIC2 and BTP National; preserve full original chapters. Document footer: By the People / National Issues Forums; metadata/artifacts.csv maps same bytes to nic2-2003 and btp-national-2003. Chapters are different approaches, not duplicate versions."
nic2-2003,material-e4d515256fed3e3e-nic2-2003,briefing-material,btp2003-nic3,data/shared/briefing-materials/btp2003-nic3.pdf,material-e4d515256fed3e3e,meta_data/briefing_materials/btp2003-nic3.pdf,e4d515256fed3e3ecd855c6994cf1d344c138b068c7a31837d3d2ea80d51e700,review-required,approved-public,published,"Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Cross-poll briefing chapters used by NIC2 and BTP National; preserve full original chapters. Document footer: By the People / National Issues Forums; metadata/artifacts.csv maps same bytes to nic2-2003 and btp-national-2003. Chapters are different approaches, not duplicate versions."
nic2-2003,material-5fd4fcfe9767c285-nic2-2003,briefing-material,btp2003-nic4,data/shared/briefing-materials/btp2003-nic4.pdf,material-5fd4fcfe9767c285,meta_data/briefing_materials/btp2003-nic4.pdf,5fd4fcfe9767c2851f7398c5266bd45132e7cc4077d8f347dbb6acf51c901976,review-required,approved-public,published,"Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Cross-poll briefing chapters used by NIC2 and BTP National; preserve full original chapters. Document footer: By the People / National Issues Forums; metadata/artifacts.csv maps same bytes to nic2-2003 and btp-national-2003. Chapters are different approaches, not duplicate versions."
nic2-2003,material-90cbc9c9cb25b21c-nic2-2003,paper,foreign-policy,data/shared/papers/foreign-policy.pdf,material-90cbc9c9cb25b21c,meta_data/cdd_papers/foreign-policy.pdf,90cbc9c9cb25b21cbcd69098c7c7e7ca0a2a2f35a7bf0bcbd11d31cb54243711,review-required,approved-public,published,"Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Joint analysis of online and face-to-face foreign-policy polls, with methods and results. Read extracted text/methods/tables and checked existing poll_references. No pipeline reads this paper."
nic2-2003,material-14f09619eb8626fc-nic2-2003,codebook,AllPollIndices,data/shared/codebooks/attitude_indices/allpollindices.csv,material-14f09619eb8626fc,meta_data/attitude_indices/AllPollIndices.csv,14f09619eb8626fc7861fe1bd3ca498a35fec8cfdcc8ba9728ff6e80b9e56992,review-required,approved-public,published,"Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Genuine cross-poll coding evidence. Required build input read by scripts/12_build_polardata.R; 129 attitude targets plus header, canonical historical registry."
nic2-2003,material-e0ff5cf4f836a41b-nic2-2003,codebook,AllPollIndices_withEmpiricalPremises,data/shared/codebooks/attitude_indices/allpollindices-withempiricalpremises.csv,material-e0ff5cf4f836a41b,meta_data/attitude_indices/AllPollIndices_withEmpiricalPremises.csv,e0ff5cf4f836a41b9bb66245130d5246dd7a942668872045c5ee66be48d1f2f5,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Genuine cross-poll coding evidence. 144 rows plus header; includes empirical-premise indices deliberately absent from current 129-row build registry. Unique evidence for future corrections.
nic2-2003,material-a6eea8ca19a00fe8-nic2-2003,codebook,Appendix A -9-14-14,data/shared/codebooks/knowledge_indices/appendix-a-9-14-14.docx,material-a6eea8ca19a00fe8,meta_data/knowledge_indices/Appendix A -9-14-14.docx,a6eea8ca19a00fe84b2b3bab798a67aec325c43ae5be66f3a51525976e1032d1,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Genuine cross-poll coding evidence. 273-paragraph cross-poll knowledge-item appendix extends January content; retain complete version.
nic2-2003,material-7af1872d80219bc0-nic2-2003,codebook,Rosetta Stone,data/shared/codebooks/rosetta_stone/rosetta-stone.xls,material-7af1872d80219bc0,meta_data/rosetta_stone/Rosetta Stone.xls,7af1872d80219bc0f745e63c426cec847e480a8c2aa180072f6e2a838b4974c3,review-required,approved-public,published,"Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Genuine cross-poll coding evidence. 136×8 cross-poll dataset URLs, filters, group identifiers and 0–1 index mapping; retain single content representative."
nic2-2003,material-7731a4ce1a2d98a7-nic2-2003,research-design,Appendix - Poll Details- 5-18-14--e,data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx,material-7731a4ce1a2d98a7,meta_data/poll_details/Appendix - Poll Details- 5-18-14--e.docx,7731a4ce1a2d98a79b7ae2657648c01a1625bad2d4be07c3bd97c2b029d869d1,review-required,approved-public,published,"Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Already cited across21 poll references; includes24 polls and four source-linked duration comments. Compared all14 DOCX table rows plus comments XML, and corresponding PDF texts. No executable code reads these appendices."
