source_path,preview_path,source_sha256,preview_sha256,converter_version,platform,pages,text_check,visual_check,visual_pages,source_token_coverage,distinct_word_coverage,qa_notes,rebuild_command
data/america-in-one-room-2019/codebooks/a1r_code.docx,data/america-in-one-room-2019/codebooks/a1r_code.pdf,73c1a1707497ec1ab3ff8bd3d5dd805152c00af271c88b02b2a5e91e0b747e9b,6e83d5d747d3eca4fe566484befdece6f0aee051121cd0017c9456ea334d85c1,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,11,source-text-compared,passed-representative-pages,1;6;11,0.9936880072137061,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/australia-republic-1999/codebook.doc,data/australia-republic-1999/codebook.pdf,9015c687cc107079efafccd9d1ed224ab5d52b8f7906530423250e18b2363b84,275a83775dbf7e11bfb5c1f3e7a13e2989e809c4316648aaaf8a2ef61c4697d6,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,135,source-text-compared,passed-representative-pages,1;68;135,0.9820263130632964,0.9980276134122288,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/australia-republic-1999/papers/adp5.doc,data/australia-republic-1999/papers/adp5.pdf,218f80d359921e918cb440c745e09b4d8cd249bd1bd5d06d2d82da0e73bdbbfd,4ae7807610393e1cc152464274618e547e0e295f8225a3932925e18802bccb26,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,28,source-text-compared,passed-representative-pages,1;14;28,0.9968944099378882,0.9981191222570532,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/btp-general-election-2004/questionnaires.doc,data/btp-general-election-2004/questionnaires.pdf,67587e50e86f57e1840371cceff9d7656727090c8d9ec428d39c9186365f2395,f8cd461a0988b87b55f5177eb1af98db5541961f01ea91a1b29896cb38c873c6,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,128,source-text-compared,passed-representative-pages,1;64;128,0.9953436936150398,0.9975144987572494,"Blank pages from original document pagination retained: 128 Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/btp-health-education-2005/questionnaire-post.doc,data/btp-health-education-2005/questionnaire-post.pdf,7473098bd96ce449008ac7369b509402ae776cfaa9ad14ace9ef9d36645ec05e,40d8243c26a1ae139e3fed934eb7c4123ca64663db6dccedc0010cd85d8dbd4c,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,14,source-text-compared,passed-representative-pages,1;7;14,0.9990516832622096,0.9977628635346756,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/btp-health-education-2005/questionnaire-pre.doc,data/btp-health-education-2005/questionnaire-pre.pdf,9b1f2caf35f016d228f92ee5ff707de333bcefee82693cdf6a4b852373a43100,b45d9882ccfa448a1a771acd8748766d30372d8b3a4a4df749fcd4a7af414723,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,12,source-text-compared,passed-representative-pages,1;6;12,0.9988732394366198,0.9973045822102425,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/btp-online-primaries-2004/questionnaires.doc,data/btp-online-primaries-2004/questionnaires.pdf,bbb51cacedc8a5abbfb5642e588467dcbacea3578a916bff125f371c15dd55b4,26eecc72a0695bd832effa9a8416ed5e22d95224f3455108c544c2e64f2199ce,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,989,source-text-compared,passed-representative-pages,1;495;989,0.9948843211355886,0.9949348769898697,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed. 989 pages are expected: original compiled survey/codebook contents includes sections beginning at page983.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/btp-presidential-primaries-2004/source-materials/baseline-questionnaire.doc,data/btp-presidential-primaries-2004/source-materials/baseline-questionnaire.pdf,7b2031520236aca3ef97e977d85b959e17f2916a1cf1e76affbd8d4d14d51eb4,ad3c0c47eb885b04c1caad6d31831cbd5956fa111ec2e09fd7eb426924c00036,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,16,source-text-compared,passed-representative-pages,1;8;16,1.0,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/btp-presidential-primaries-2004/source-materials/followup-questionnaire.doc,data/btp-presidential-primaries-2004/source-materials/followup-questionnaire.pdf,a6ad44f3eff7ce348f5176c5ad49446d67b5ececa8b7936904f1c13f49a15039,4fb7646ebeddae67a95477aa3c14f1f5ade670c234bb5bfbbede239958ac4621,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,21,source-text-compared,passed-representative-pages,1;11;21,1.0,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/bulgaria-crime-2002/knowledge-index.doc,data/bulgaria-crime-2002/knowledge-index.pdf,562147c29a8e69fa4bca2afa770d8b3578dff8322322e195bb426ad92f8b237c,7a8a7f81f588eb475a63c1914e024bd43e06f8db9ed92766218724dbf97da786,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,1,source-text-compared,passed-representative-pages,1,1.0,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/bulgaria-crime-2002/questionnaire.doc,data/bulgaria-crime-2002/questionnaire.pdf,7101f933cee01690014e04ca25b113c2336b2e1f0a317ad5d7d147ebcbf8d5ec,7d0440f9b77c9713d7ddf2b9e839c889eb5fcfac74c906833500e821e2dc4794,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,12,source-text-compared,passed-representative-pages,1;6;12,0.9875751503006012,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/california-whats-next-2011/questionnaire-post.doc,data/california-whats-next-2011/questionnaire-post.pdf,bb884ed587bc5550b1345379f117b0a3f2a75d99672966279be867d031c1afef,8ceb736e99dfd79212a7b37bcd177bfcdc32e7e76a5011e5238d07aa8032886c,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,21,source-text-compared,passed-representative-pages,1;11;21,0.9993560849967804,0.9967585089141004,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/california-whats-next-2011/questionnaire-pre.doc,data/california-whats-next-2011/questionnaire-pre.pdf,5cb8718dc08fab6de8708ebc7d97a356ae314b3ea7f9364ea5fa229ac5632515,709925920eef907d3cba38cd521f10b0585d7b7bc0ed46af411d2a1519445037,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,10,source-text-compared,passed-representative-pages,1;5;10,0.9941912421805184,0.9967320261437909,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/europolis-2009/questionnaire-post.doc,data/europolis-2009/questionnaire-post.pdf,66486d9ce06dc2568654ae654582d010d8afd454c0afe0162905d922b1172bbc,c0290d73f4b82fe305b725dbee226c5c1761af8c0ea41893f0d980554f4999b4,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,21,source-text-compared,passed-representative-pages,1;11;21,0.9991194599354271,0.9966777408637874,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/marousi-2006/knowledge-item-distributions.doc,data/marousi-2006/knowledge-item-distributions.pdf,bcb07e20d82e33724fcd237934e6c588d557a170d9f46856d91c49264ddd0835,f5339f67f69549f14caedb03d1c96df7c87879cd08d4127ca9ef45ee3c324bb7,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,3,source-text-compared,passed-representative-pages,1;2;3,1.0,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/michigan-2009/questionnaire-post.doc,data/michigan-2009/questionnaire-post.pdf,e60eadf90954b03ce3f364b03aa89b7b2aa083402cb1b8d3851af66a474c657b,64d5b04279cd5521a712c56fab9420225c61c2e2d7007b325df1bb79b49599c3,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,13,source-text-compared,passed-representative-pages,1;7;13,0.9978260869565218,0.9937629937629938,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed. Cover title MICHIGAN wraps its final letter in original fixed text box with current font metrics; all text retained.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/michigan-2009/questionnaire-pre.doc,data/michigan-2009/questionnaire-pre.pdf,85185d7179ce2e61d4ba5969cb900ed48c44762629b441ff2ede41c62f0a92fc,5d6c49d48feeb86403684ca1ef18c532a48c9df8e88712681533397ff41ad382,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,8,source-text-compared,passed-representative-pages,1;4;8,0.998149005090236,0.9957356076759062,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
